latitude,housing_median_age,population,households,median_income,ocean_proximity,median_house_value,all_rooms_amount
37.86,41,1213,568,2.2845,NEAR BAY,153100,2764
37.86,52,486,267,2.6071,NEAR BAY,250000,1393
37.86,52,494,175,3.15,NEAR BAY,206300,1020
37.86,52,849,365,2.6914,NEAR BAY,218800,2141
37.86,52,1127,548,1.8447,NEAR BAY,198200,2890
37.86,35,3276,1742,1.6307,NEAR BAY,253600,6905
37.86,52,1493,794,2.9044,NEAR BAY,257400,4329
37.86,52,1461,679,2.9405,NEAR BAY,289500,4518
37.86,52,1253,538,3.3893,NEAR BAY,241700,3492
37.86,48,1656,459,3.0417,NEAR BAY,489600,2670
37.86,52,514,202,7.0897,NEAR BAY,446200,1580
37.86,52,719,295,5.0463,NEAR BAY,456300,2027
37.86,52,878,449,1.7652,NEAR BAY,336800,2031
37.86,52,517,214,7.8521,NEAR BAY,500001,1893
37.85,52,1366,496,9.3959,NEAR BAY,500001,4200
37.86,52,1316,590,5.3794,NEAR BAY,376900,4711
37.85,52,1508,755,3.2619,NEAR BAY,309600,4386
37.85,52,1800,815,2.7054,NEAR BAY,182300,4996
37.85,47,719,326,2.2431,NEAR BAY,172700,2477
37.85,50,675,255,1.9028,NEAR BAY,150800,1579
37.85,52,875,363,1.5817,NEAR BAY,153600,2400
37.85,52,152,77,2.2841,NEAR BAY,106300,418
37.85,47,843,319,1.3785,NEAR BAY,142300,1682
37.85,52,281,132,2.9018,NEAR BAY,119400,755
37.85,44,506,204,1.73,NEAR BAY,147900,1223
37.85,48,1054,466,2.2625,NEAR BAY,132900,2547
37.84,35,1017,414,2.2106,NEAR BAY,132500,2291
37.83,52,1623,765,2.6997,NEAR BAY,126900,3921
37.84,14,3100,2051,4.0018,NEAR BAY,143800,9763
37.83,52,947,361,7.8772,NEAR BAY,500001,3369
37.82,39,808,315,11.8603,NEAR BAY,500001,2802
37.82,42,1018,335,13.499,NEAR BAY,500001,3326
37.82,52,1001,352,12.2138,NEAR BAY,500001,3608
37.82,52,1005,369,8.1872,NEAR BAY,466100,3432
37.82,52,1192,383,12.3804,NEAR BAY,500001,3890
37.83,52,585,227,5.8948,NEAR BAY,457800,2003
37.83,52,916,316,8.1194,NEAR BAY,471600,2761
37.82,52,556,179,8.7477,NEAR BAY,500001,1814
37.82,52,1470,520,6.155,NEAR BAY,398600,4182
37.82,52,1104,398,5.883,NEAR BAY,340700,2877
37.76,52,1242,518,5.2128,NEAR BAY,289900,3553
37.76,52,805,321,4.7188,NEAR BAY,335300,2592
37.76,52,378,162,5.2915,NEAR BAY,333000,1493
37.77,52,481,223,2.6411,NEAR BAY,241000,1388
37.77,52,409,160,3.3214,NEAR BAY,189600,951
37.77,52,885,373,3.6417,NEAR BAY,206300,2097
37.77,52,1468,567,3.0161,NEAR BAY,215700,3216
37.77,52,482,215,3.1771,NEAR BAY,210200,1258
37.77,52,825,264,3.4531,NEAR BAY,208800,1847
37.77,52,429,158,4.3098,NEAR BAY,197900,1016
37.78,52,528,208,3.3438,NEAR BAY,201300,1187
37.78,52,496,216,2.9213,NEAR BAY,190800,1284
37.78,52,718,265,2.6806,NEAR BAY,207900,1688
37.78,52,630,265,3.7708,NEAR BAY,215300,1486
37.78,45,723,286,3.9444,NEAR BAY,212900,1432
37.78,13,959,486,5.2601,NEAR BAY,292700,2555
37.79,30,3668,855,2.5444,NEAR BAY,275000,5014
37.77,42,2037,355,2.6447,NEAR BAY,200000,2406
37.78,42,821,300,1.9427,NEAR BAY,102200,1550
37.77,52,870,347,2.9688,NEAR BAY,220800,1831
37.77,27,1901,966,3.75,NEAR BAY,242800,5070
37.76,18,1243,663,5.1702,NEAR BAY,265400,3636
37.78,50,730,327,2.5139,NEAR BAY,219000,1793
37.77,52,793,299,2.9732,NEAR BAY,282100,2020
37.77,52,1033,434,5.5337,NEAR BAY,372000,2640
37.77,52,872,363,4.1667,NEAR BAY,225800,2108
37.77,52,849,457,2.7115,NEAR BAY,220800,2191
37.77,52,1121,518,3.3269,NEAR BAY,234500,2947
37.77,52,872,445,3.2685,NEAR BAY,254200,2614
37.77,52,637,297,4.7778,NEAR BAY,351800,1880
37.77,52,663,340,4.226,NEAR BAY,275000,2075
37.77,52,411,172,3.3571,NEAR BAY,405400,1378
37.77,52,915,413,2.9899,NEAR BAY,228100,2541
37.77,52,921,477,2.875,NEAR BAY,234000,2327
37.77,43,585,266,2.3882,NEAR BAY,162500,1239
37.77,43,2086,1053,2.975,NEAR BAY,243400,5439
37.76,52,1303,535,5.1039,NEAR BAY,273800,3553
37.76,52,374,176,4.1458,NEAR BAY,248500,1234
37.76,52,979,472,3.4762,NEAR BAY,244000,3020
37.76,52,827,446,2.6833,NEAR BAY,240900,2317
37.76,52,658,253,5.75,NEAR BAY,306300,1951
37.75,50,654,268,3.9632,NEAR BAY,240000,1831
37.75,27,1499,797,4.8711,NEAR BAY,286600,4804
37.76,52,1128,522,3.0718,NEAR BAY,266700,3227
37.76,49,1110,492,3.6719,NEAR BAY,229800,2953
37.76,52,1119,415,4.6094,NEAR BAY,229300,3003
37.73,21,2930,1235,4.5213,NEAR BAY,228400,8280
37.74,25,897,390,4.4562,NEAR BAY,206200,2279
37.72,5,7427,2718,7.611,NEAR BAY,350700,21519
37.73,31,2973,1312,3.2689,NEAR BAY,231000,7164
37.76,52,1340,632,3.567,NEAR BAY,252900,3524
37.74,28,2974,1484,3.6875,NEAR BAY,353900,8463
37.77,23,2690,1151,4.7695,NEAR BAY,291700,6949
37.75,20,583,326,3.1972,NEAR BAY,100000,1521
37.77,12,5781,2007,7.2634,NEAR BAY,341600,16361
37.73,5,1738,512,7.0568,NEAR BAY,412500,4063
37.71,36,1478,529,4.635,NEAR BAY,248600,4111
37.71,40,746,270,5.3015,NEAR BAY,254900,2110
37.71,36,1235,455,4.9801,NEAR BAY,241500,3359
37.72,26,1411,484,5.4834,NEAR BAY,295200,3681
37.72,31,1368,521,6.187,NEAR BAY,340400,4397
37.72,32,1048,367,5.6194,NEAR BAY,274700,2844
37.71,35,1004,365,5.4639,NEAR BAY,238600,2561
37.71,35,1086,367,5.1498,NEAR BAY,266400,3050
37.72,30,922,350,5.8382,NEAR BAY,330200,2965
37.71,36,1950,819,4.65,NEAR BAY,206800,5393
37.7,25,1413,595,4.3819,NEAR BAY,209200,3595
37.69,30,1444,568,3.7222,NEAR BAY,195800,3740
37.71,31,749,269,5.2855,NEAR BAY,253500,2125
37.7,31,867,329,4.3375,NEAR BAY,241800,2389
37.71,27,2723,1035,5.2131,NEAR BAY,252500,7813
37.7,30,731,263,6.005,NEAR BAY,263900,2020
37.71,38,781,301,5.0519,NEAR BAY,227000,1958
37.71,38,1784,652,4.8237,NEAR BAY,220900,4373
37.7,32,1156,410,5.2497,NEAR BAY,259300,3165
37.7,39,645,277,4.125,NEAR BAY,232500,1692
37.7,37,821,315,4.6005,NEAR BAY,231600,2203
37.7,33,1912,770,3.5187,NEAR BAY,209400,4696
37.7,32,1487,694,3,NEAR BAY,223200,4136
37.7,25,1645,710,3.4934,NEAR BAY,209900,4160
37.7,33,2239,1051,2.9861,NEAR BAY,208200,5520
37.69,29,1021,552,2.5362,NEAR BAY,203800,2922
37.69,36,1105,467,3.3021,NEAR BAY,195700,2849
37.69,31,2999,1295,3.0964,NEAR BAY,190500,7223
37.69,43,740,284,2.8512,NEAR BAY,181000,1899
37.69,42,629,244,3.3478,NEAR BAY,184900,1688
37.68,37,314,205,2.3958,NEAR BAY,190800,1050
37.68,15,1479,668,3.5295,NEAR BAY,242200,3736
37.69,20,1732,800,4.8036,NEAR BAY,188300,5113
37.74,52,1338,550,3.851,NEAR BAY,183500,3455
37.74,52,440,192,4.0662,NEAR BAY,204200,1272
37.73,51,922,393,4.6042,NEAR BAY,251900,3022
37.74,49,611,288,2.2,NEAR BAY,187500,1810
37.73,52,994,412,4.1164,NEAR BAY,198200,2676
37.74,52,545,230,3.95,NEAR BAY,219000,1617
37.73,52,317,143,4.9135,NEAR BAY,275000,1157
37.73,45,1573,736,2.8355,NEAR BAY,245400,4577
37.73,46,925,435,3.25,NEAR BAY,177500,2633
37.73,49,768,385,2.8301,NEAR BAY,171600,2107
37.73,52,620,292,3.7159,NEAR BAY,183300,1844
37.73,52,425,207,2.5625,NEAR BAY,175000,1320
37.72,45,1003,305,3.8047,NEAR BAY,156700,1811
37.71,45,519,135,3.375,NEAR BAY,157500,873
37.71,38,481,198,3.244,NEAR BAY,179800,1090
37.7,36,1209,519,4.0268,NEAR BAY,205500,3172
37.7,35,1398,525,3.3906,NEAR BAY,178900,3116
37.71,36,158,58,5.5461,NEAR BAY,262500,430
37.72,42,1817,664,3.371,NEAR BAY,165000,3667
37.72,46,766,289,3.5313,NEAR BAY,159700,1653
37.72,5,814,328,3.663,NEAR BAY,158300,2090
37.72,38,618,239,2.875,NEAR BAY,144800,1252
37.72,43,2139,789,4.0202,NEAR BAY,166300,4597
37.71,37,632,253,4.5553,NEAR BAY,191000,1749
37.71,36,366,134,3.4643,NEAR BAY,175000,798
37.72,10,877,485,3.3431,NEAR BAY,137500,2830
37.73,28,830,573,2.1898,NEAR BAY,141700,2802
37.72,31,739,379,2.9097,NEAR BAY,210900,1988
37.72,47,540,266,3.375,NEAR BAY,198300,1441
37.72,29,2024,962,2.8125,NEAR BAY,157400,5216
37.73,52,823,334,5,NEAR BAY,264700,2344
37.73,38,711,353,3.0673,NEAR BAY,218400,2117
37.73,43,931,368,3.8125,NEAR BAY,235100,2654
37.73,33,686,270,6.9096,NEAR BAY,341800,2264
37.72,26,1030,397,7.912,NEAR BAY,367300,3256
37.72,35,976,392,3.8393,NEAR BAY,243500,2566
37.71,35,552,210,4,NEAR BAY,167900,1244
37.72,25,340,171,6.5095,NEAR BAY,371200,1287
37.72,39,288,132,3.5156,NEAR BAY,218900,918
37.72,45,555,248,2.983,NEAR BAY,202700,1650
37.72,45,1006,444,3.524,NEAR BAY,186200,2766
37.71,44,776,346,3.1103,NEAR BAY,188900,1952
37.71,44,609,270,3.5781,NEAR BAY,180000,1719
37.71,18,2441,1352,3.1682,NEAR BAY,202700,7304
37.71,27,1364,789,2.6101,NEAR BAY,181700,3960
37.71,18,2197,1044,3.6932,NEAR BAY,166800,4912
37.7,43,1333,544,3.4583,NEAR BAY,183700,3603
37.7,19,1810,703,3.9032,NEAR BAY,218000,4226
37.71,36,531,183,4.0208,NEAR BAY,191500,1176
37.7,36,672,261,3.5547,NEAR BAY,194700,1708
37.7,17,695,330,4.5859,NEAR BAY,187200,1755
37.7,21,2162,998,2.6321,NEAR BAY,223100,5178
37.69,17,1216,643,3.395,NEAR BAY,271300,3149
37.7,36,606,239,3.9702,NEAR BAY,194100,1494
37.7,36,1203,379,5.0043,NEAR BAY,190400,2630
37.69,38,874,301,4.4659,NEAR BAY,189100,1888
37.69,38,637,222,3.6625,NEAR BAY,184600,1467
37.69,36,703,276,3.8864,NEAR BAY,197300,1788
37.7,36,733,229,3.4583,NEAR BAY,192600,1720
37.69,36,625,228,3.7813,NEAR BAY,192200,1337
37.7,36,568,225,2.9917,NEAR BAY,194600,1305
37.7,36,836,311,4.4375,NEAR BAY,193500,2022
37.7,24,952,362,4,NEAR BAY,202600,2120
37.68,16,568,352,2.3869,NEAR BAY,83300,2035
37.69,24,1125,366,4.7609,NEAR BAY,212600,2653
37.68,5,840,401,5.4858,NEAR BAY,187800,2494
37.69,36,796,283,4.3971,NEAR BAY,205700,1758
37.69,36,863,267,4.0109,NEAR BAY,192900,1818
37.68,35,1349,486,4.3864,NEAR BAY,205200,3079
37.68,30,929,383,4.2841,NEAR BAY,213400,2704
37.69,39,957,335,5.1312,NEAR BAY,183600,1978
37.69,37,1093,555,2.9958,NEAR BAY,178400,2676
37.68,27,1489,607,3.6364,NEAR BAY,219200,3950
37.68,31,1561,628,2.7955,NEAR BAY,183100,3900
37.69,44,1256,485,2.9507,NEAR BAY,157100,2841
37.69,30,695,279,3.4375,NEAR BAY,157800,1466
37.69,34,560,237,2.875,NEAR BAY,161700,1409
37.71,38,632,289,3.0345,NEAR BAY,152100,1448
37.7,41,1849,750,2.679,NEAR BAY,144900,4282
37.7,17,1287,538,2.9922,NEAR BAY,179900,3105
37.69,35,1580,536,4.1042,NEAR BAY,179100,3189
37.7,19,1571,579,2.5833,NEAR BAY,159900,3130
37.7,23,828,443,2.1552,NEAR BAY,161400,2150
37.7,29,835,338,2.3274,NEAR BAY,170400,1604
37.7,19,1765,724,2.4206,NEAR BAY,137500,3482
37.69,37,1562,618,2.6464,NEAR BAY,155200,3095
37.69,42,768,309,3.4643,NEAR BAY,160900,1782
37.69,10,1140,472,2.3973,NEAR BAY,167300,2787
37.69,20,83,31,6.5,NEAR BAY,340000,225
37.64,32,485,171,6.0574,<1H OCEAN,431000,1477
37.63,6,1189,573,3.8958,NEAR BAY,301100,3035
37.63,21,586,249,4.7813,NEAR BAY,241900,1543
37.63,5,2240,792,3.2829,NEAR BAY,162500,4721
37.66,10,867,352,5.3169,NEAR BAY,299200,2388
37.65,10,3827,1288,6.2579,NEAR BAY,315500,9625
37.68,23,3827,1294,5.1701,NEAR BAY,216800,8797
37.68,36,1280,431,3.25,NEAR BAY,218100,2241
37.68,30,2667,1047,3.1796,NEAR BAY,170300,6574
37.68,26,253,137,2.4196,NEAR BAY,275000,1537
37.68,26,1401,607,2.6563,NEAR BAY,184100,3289
37.67,29,233,152,0.9637,NEAR BAY,160000,661
37.67,48,673,308,2.3357,NEAR BAY,175000,1557
37.68,41,704,314,3.5114,NEAR BAY,197500,1735
37.69,43,273,120,3.3125,NEAR BAY,150000,610
37.68,29,1120,540,2.4042,NEAR BAY,205600,2871
37.68,41,1105,467,2.8322,NEAR BAY,170300,2297
37.68,43,569,293,2.5156,NEAR BAY,190900,1763
37.68,37,691,324,3.4032,NEAR BAY,196900,1694
37.68,37,1109,448,2.535,NEAR BAY,174000,2619
37.68,37,1197,465,2.5772,NEAR BAY,170200,2457
37.68,38,1061,400,3.0962,NEAR BAY,180900,2192
37.67,34,2479,903,2.9564,NEAR BAY,150500,4556
37.68,31,1162,389,3.125,NEAR BAY,167100,2320
37.68,35,1146,448,2.95,NEAR BAY,148900,2442
37.68,40,724,267,4.38,NEAR BAY,196400,1806
37.68,37,975,375,4.0417,NEAR BAY,191100,2806
37.67,36,952,370,3.8,NEAR BAY,187500,2499
37.68,45,1159,399,3.4839,NEAR BAY,180600,2580
37.68,45,1129,422,4.0588,NEAR BAY,182800,2902
37.68,44,1175,401,4.1974,NEAR BAY,179300,2546
37.68,43,924,328,3.6,NEAR BAY,179400,2016
37.68,35,1424,538,4.267,NEAR BAY,210300,3494
37.67,34,1366,500,4.2386,NEAR BAY,192300,3569
37.67,35,1171,390,5.5797,NEAR BAY,198100,2870
37.67,36,641,243,4.0682,NEAR BAY,196200,1736
37.67,38,880,332,3.1734,NEAR BAY,181600,2359
37.67,37,1495,543,4.8125,NEAR BAY,188300,3690
37.67,40,914,317,3.8676,NEAR BAY,184000,2066
37.67,33,1798,694,3.9395,NEAR BAY,184700,4110
37.67,42,1625,665,3.2434,NEAR BAY,179900,4295
37.67,38,599,224,3.0917,NEAR BAY,167200,1282
37.67,32,2037,703,3.0645,NEAR BAY,165400,3839
37.67,33,1854,603,2.7019,NEAR BAY,154000,3086
37.67,39,1408,478,3.1115,NEAR BAY,153500,2569
37.66,40,766,271,3.4722,NEAR BAY,135400,1653
37.66,39,725,274,2.2222,NEAR BAY,158300,1419
37.68,32,1019,340,6.1104,NEAR BAY,240700,2333
37.67,22,1830,743,4.2733,NEAR BAY,180700,4698
37.67,27,1469,616,3.2465,NEAR BAY,230600,3910
37.67,28,1198,624,3.2417,NEAR BAY,210800,3671
37.67,38,1039,394,3.875,NEAR BAY,165300,2513
37.67,29,690,242,6.0501,NEAR BAY,254200,1945
37.67,18,1155,415,6.8233,NEAR BAY,332600,3419
37.66,23,1066,384,6.3501,NEAR BAY,350000,2767
37.66,28,1255,587,2.6719,NEAR BAY,161200,2890
37.66,21,2461,1042,3.875,NEAR BAY,179300,6199
37.66,33,1063,356,2.5625,NEAR BAY,154300,1919
37.65,31,2181,740,3.016,NEAR BAY,161800,4090
37.65,17,3069,1299,2.7694,NEAR BAY,161900,6457
37.65,35,1093,374,3.6818,NEAR BAY,165400,2206
37.66,37,1349,437,2.1382,NEAR BAY,166600,2433
37.66,37,599,206,3.7303,NEAR BAY,149700,1092
37.66,35,480,149,3.875,NEAR BAY,162100,828
37.66,33,1293,448,3.0489,NEAR BAY,152600,2418
37.65,27,1414,634,2.8203,NEAR BAY,195200,3352
37.65,35,543,184,4.3897,NEAR BAY,190600,1322
37.65,35,572,194,4.7143,NEAR BAY,193800,1384
37.66,34,342,112,4.6875,NEAR BAY,200600,771
37.66,29,2332,603,3.2091,NEAR BAY,150000,3187
37.66,36,768,234,4.275,NEAR BAY,185300,1530
37.66,36,913,299,4.1302,NEAR BAY,172700,2071
37.66,35,1726,643,3.09,NEAR BAY,174100,3495
37.65,25,1185,501,4.5417,NEAR BAY,194400,3032
37.64,28,735,278,4.6635,NEAR BAY,206700,2095
37.65,31,796,319,4.4427,NEAR BAY,204500,2124
37.65,36,252,82,4.5303,NEAR BAY,175000,486
37.65,26,86,25,2.375,NEAR BAY,137500,189
37.63,18,5613,1946,3.8171,NEAR BAY,187200,11994
37.61,35,1727,467,4.5281,NEAR BAY,173600,2819
37.66,19,407,183,4.3456,NEAR BAY,163000,1029
37.65,18,2041,734,3.4861,NEAR BAY,331600,5143
37.64,31,854,301,5.2312,NEAR BAY,197600,1767
37.64,8,1907,746,3.6708,NEAR BAY,197900,4441
37.64,40,264,77,3.8875,NEAR BAY,228100,534
37.63,34,735,249,3.9167,NEAR BAY,189500,1699
37.64,32,836,292,3.9063,NEAR BAY,184200,1862
37.63,29,1377,408,3.7895,NEAR BAY,180900,2607
37.64,36,789,248,3.8,NEAR BAY,172000,1585
37.64,36,662,226,5.7309,NEAR BAY,177900,1315
37.64,36,853,271,4.1141,NEAR BAY,173100,2192
37.64,36,664,200,5.2838,NEAR BAY,172600,1392
37.64,30,4065,1113,3.3479,NEAR BAY,182100,6520
37.64,23,1109,418,3.142,NEAR BAY,179500,2337
37.63,31,548,185,3.7614,NEAR BAY,176000,938
37.63,33,431,149,4.25,NEAR BAY,192600,818
37.64,36,463,160,3.9338,NEAR BAY,182700,919
37.64,22,5436,1463,2.5158,NEAR BAY,134900,7377
37.63,27,2028,693,2.4808,NEAR BAY,157600,3507
37.64,25,2426,862,4.7083,NEAR BAY,190900,5384
37.64,37,1038,282,4.1652,NEAR BAY,158200,1772
37.64,20,857,430,3.5541,NEAR BAY,350000,2105
37.65,33,848,291,3.8036,NEAR BAY,158200,1513
37.64,33,729,220,3.8259,NEAR BAY,146100,1412
37.63,33,369,159,3.2331,NEAR BAY,226700,1124
37.62,35,1001,350,4.7109,NEAR BAY,198700,2424
37.62,32,1472,527,4.2468,NEAR BAY,221200,3511
37.62,35,453,176,6.396,NEAR BAY,208500,1205
37.62,35,328,134,3.8125,NEAR BAY,204200,775
37.62,32,793,302,3.2857,NEAR BAY,193200,1864
37.62,35,632,204,3.8929,NEAR BAY,209500,1534
37.61,36,1002,281,3.7262,NEAR BAY,164900,1680
37.61,37,808,241,4.0125,NEAR BAY,161400,1642
37.61,36,727,215,4.1719,NEAR BAY,187000,1367
37.62,35,455,185,4.2857,NEAR BAY,190400,1078
37.63,37,1534,346,3.6458,NEAR BAY,156600,2157
37.62,17,1139,550,2.6875,NEAR BAY,157300,3003
37.63,35,1175,337,3.7292,NEAR BAY,168100,2307
37.63,24,1401,453,4.5913,NEAR BAY,177600,2794
37.63,12,3388,1289,3.8625,NEAR BAY,208900,8085
37.63,23,841,364,3.3611,NEAR BAY,169200,2295
37.61,16,705,351,2.8971,NEAR BAY,163900,1988
37.63,34,1148,310,4.0326,NEAR BAY,164700,1912
37.63,35,391,107,4.0682,NEAR BAY,156900,625
37.63,36,992,249,5.3644,NEAR BAY,168800,1844
37.63,35,790,243,4.7019,NEAR BAY,174100,1434
37.62,27,1016,313,5.64,NEAR BAY,206500,2135
37.61,26,1039,395,3.7931,NEAR BAY,203900,2704
37.61,9,2341,703,4.6458,<1H OCEAN,217000,4377
37.6,36,1382,338,3.694,NEAR BAY,159600,1978
37.6,31,1858,437,2.652,NEAR BAY,159800,2677
37.6,32,1156,300,3.5,NEAR BAY,154300,1575
37.6,32,1097,328,3.2386,NEAR BAY,149600,1590
37.61,33,831,268,5.097,NEAR BAY,188600,1820
37.6,17,1873,602,4.3875,NEAR BAY,238500,3952
37.6,22,1640,514,4.625,NEAR BAY,235300,3506
37.61,6,1568,433,5.0406,NEAR BAY,261400,3079
37.6,17,3174,817,5.8704,NEAR BAY,234400,5991
37.6,18,1186,310,5.3226,NEAR BAY,231700,2002
37.59,16,1367,355,4.235,NEAR BAY,156300,2181
37.59,13,1680,528,4.825,NEAR BAY,222000,3129
37.58,15,1657,410,5.5218,NEAR BAY,254400,2994
37.58,16,1033,267,6.5116,NEAR BAY,244300,1895
37.58,16,1117,268,6.0661,NEAR BAY,247000,1846
37.58,16,2003,488,6.0074,NEAR BAY,236500,3893
37.59,15,2568,653,4.6211,NEAR BAY,151400,4161
37.58,16,1461,344,5.225,NEAR BAY,213700,2231
37.59,14,1116,273,5.3428,NEAR BAY,243600,2029
37.59,15,3163,1274,3.7462,NEAR BAY,212500,7516
37.6,24,1488,389,4.5721,NEAR BAY,214700,2460
37.59,18,855,319,3.6923,NEAR BAY,213200,1498
37.59,16,2530,817,4.6786,NEAR BAY,256000,5260
37.59,2,240,149,2.875,NEAR BAY,237500,1133
37.58,15,2097,728,3.3617,NEAR BAY,178100,3812
37.58,17,2629,721,5.7579,NEAR BAY,231800,5030
37.6,36,295,92,2.9706,NEAR BAY,147900,479
37.6,10,2056,628,3.9022,NEAR BAY,191700,3724
37.57,21,2172,789,4.6146,<1H OCEAN,247600,5125
37.58,15,1777,559,5.7192,<1H OCEAN,283500,4172
37.58,20,2079,975,3.6832,<1H OCEAN,216900,5157
37.58,31,1276,485,6.2073,<1H OCEAN,282500,3356
37.58,6,2071,688,5.8151,<1H OCEAN,295600,5122
37.57,14,8117,2847,5.8322,NEAR BAY,281800,19192
37.58,14,8012,2606,5.6277,NEAR BAY,269800,17625
37.57,12,3436,1057,5.2879,NEAR BAY,231200,6783
37.57,8,5019,1379,6.5615,NEAR BAY,318300,10054
37.58,15,4576,1348,5.6758,NEAR BAY,253400,9488
37.57,7,6075,1797,6.1047,NEAR BAY,278200,12466
37.49,5,648,245,3.5714,<1H OCEAN,300000,1461
37.52,3,7205,2753,6.0824,NEAR BAY,273500,16875
37.56,23,2461,829,4.3594,NEAR BAY,223400,5189
37.56,35,914,316,5.5737,NEAR BAY,214500,2028
37.56,31,2841,924,4.8962,NEAR BAY,220200,5945
37.56,24,4446,1491,4.6978,NEAR BAY,240300,9936
37.56,6,1531,736,4.4259,NEAR BAY,158000,3806
37.55,26,1434,495,3.3008,NEAR BAY,224200,2600
37.55,33,909,267,4.5687,NEAR BAY,177200,1599
37.56,24,1174,501,3.8179,NEAR BAY,216100,3048
37.56,18,2641,971,5,<1H OCEAN,269700,6510
37.56,20,3288,1235,4.3393,<1H OCEAN,231200,7756
37.55,4,1606,838,4.1387,<1H OCEAN,162500,4739
37.56,13,4518,1772,4.8052,<1H OCEAN,254000,10741
37.54,31,986,322,4.6349,<1H OCEAN,196200,2293
37.55,17,3080,1182,3.168,<1H OCEAN,189400,6171
37.54,17,3386,1339,3.1326,<1H OCEAN,220800,6508
37.55,16,4649,1903,2.9074,<1H OCEAN,213800,8745
37.56,15,2412,714,8.3996,<1H OCEAN,442900,6422
37.55,21,4552,1520,6.6478,<1H OCEAN,333400,12227
37.54,25,596,220,6.629,<1H OCEAN,352400,1546
37.54,27,1631,538,6.2179,<1H OCEAN,305300,4241
37.53,33,941,304,5.761,<1H OCEAN,259600,2437
37.54,29,1724,585,4.6641,<1H OCEAN,248900,4162
37.54,31,1067,410,6.7599,<1H OCEAN,356000,2919
37.54,14,2738,1108,3.9909,<1H OCEAN,236000,6313
37.53,23,1278,492,4.2955,<1H OCEAN,218800,2690
37.53,28,1538,545,4.9615,<1H OCEAN,228000,3478
37.53,18,1252,586,2.6198,<1H OCEAN,235900,3027
37.54,28,1344,467,4.7135,<1H OCEAN,203200,2808
37.53,35,1353,413,4.75,<1H OCEAN,197000,2697
37.53,26,1273,406,5.4299,<1H OCEAN,236400,2893
37.53,28,1610,540,4.6,<1H OCEAN,223200,3395
37.53,26,2142,639,4.1947,<1H OCEAN,222700,3882
37.54,26,1285,404,5.388,<1H OCEAN,225000,2703
37.54,18,1673,661,3.9444,<1H OCEAN,240100,4299
37.54,28,1772,516,5.3283,<1H OCEAN,227900,3553
37.55,28,1106,453,4.8403,<1H OCEAN,268600,2829
37.54,29,2023,749,5.1616,<1H OCEAN,275100,4877
37.55,34,1276,468,4.9167,NEAR BAY,256300,3286
37.55,27,3026,1134,4.1591,<1H OCEAN,332400,7352
37.54,32,1128,395,5,NEAR BAY,287600,2978
37.54,26,852,357,5.8325,<1H OCEAN,298900,2281
37.53,27,889,314,5.7057,NEAR BAY,287600,2193
37.53,25,2831,923,5.0423,<1H OCEAN,222200,6344
37.52,26,1776,613,4.5317,<1H OCEAN,232600,4384
37.51,25,1671,504,5.4359,<1H OCEAN,258300,3844
37.52,23,2530,894,5.0824,<1H OCEAN,230900,5873
37.52,33,2721,763,5.2308,<1H OCEAN,196900,4758
37.51,22,3215,1086,4.4107,<1H OCEAN,223500,6936
37.52,26,2352,734,5.2396,<1H OCEAN,223900,4952
37.53,27,2855,960,4.7478,<1H OCEAN,243500,6505
37.53,7,12203,3701,8.4045,<1H OCEAN,451100,32122
37.49,9,1981,591,9.7194,<1H OCEAN,500001,5486
37.49,10,3571,1466,5.1643,<1H OCEAN,193100,9029
37.48,23,1972,623,5.3813,<1H OCEAN,264400,4990
37.47,26,1105,357,6.0878,<1H OCEAN,246900,2338
37.47,13,2759,760,6.868,<1H OCEAN,337300,6121
37.55,22,4319,1404,6.992,NEAR BAY,284800,10540
37.55,26,1597,483,4.9118,NEAR BAY,217300,3619
37.55,23,1446,515,4.4357,NEAR BAY,291700,3702
37.54,26,1285,377,4.9464,NEAR BAY,223800,2514
37.54,25,2568,703,5.2882,NEAR BAY,223100,4940
37.55,23,2357,823,5.1321,NEAR BAY,211300,5082
37.53,25,2998,890,3.9667,NEAR BAY,218500,5380
37.5,17,307,100,3.1696,NEAR BAY,156300,504
37.54,20,3526,1060,5.0838,NEAR BAY,248200,7551
37.54,35,1213,338,4.8214,NEAR BAY,186000,2210
37.54,6,1911,639,4.1406,NEAR BAY,178200,3590
37.53,34,1524,467,3.7364,NEAR BAY,190400,2794
37.54,31,719,236,3.535,NEAR BAY,210300,1504
37.54,16,3038,870,5.0739,NEAR BAY,208000,5314
37.53,18,1268,404,3.256,NEAR BAY,183300,2183
37.53,19,2346,709,6.0667,NEAR BAY,245700,5284
37.53,21,2216,681,5.7072,NEAR BAY,242200,4953
37.51,7,3223,1316,4.9867,<1H OCEAN,181700,7742
37.72,4,2937,1506,5.1437,<1H OCEAN,299400,9053
37.72,22,2302,687,5.347,<1H OCEAN,219500,5354
37.71,25,2038,671,5.7233,<1H OCEAN,231800,5045
37.72,26,1935,642,4.4697,<1H OCEAN,221300,4453
37.72,26,1453,444,4.9107,<1H OCEAN,213800,3265
37.71,26,2288,805,4.2281,<1H OCEAN,206000,5667
37.71,15,2484,970,5.0143,<1H OCEAN,271100,7500
37.71,6,3386,1062,7.2494,<1H OCEAN,336500,9122
37.64,46,512,208,5.1406,INLAND,315600,1489
37.66,24,1081,400,8.3337,<1H OCEAN,500001,3590
